web-scraper-order|web-scraper-start-url|subcomponent|subcomponent-href|subcomponentlink|subcomponentlink-href|itemlink|itemlink-href|product_name|price|description|highlights
"1521170842-83"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano M665-E SLX Front Derailleur E-Type TS"|"https://www.abcycling.com/Shimano_M665-E_SLX_Front_Derailleur_E-Type_TS/descpage-SHM661FDM.html"|"Shimano M665-E SLX Front Derailleur E-Type TS"|"9.88"|"Shimano M665-E SLX Front Derailleur E-Type top swing| dual pull| two-by-nine speed compatible."|"Actual weight: 152 grams E-type mount with bottom bracket attachment 2 x 9-speed compatible Top swing Dual pull Wide link for stiffness Shimano part # IFDM665E5"
"1521171243-259"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"Chromag Trailmaster Saddle"|"https://www.abcycling.com/Chromag_Trailmaster_Saddle/descpage-CMTMS.html"|"Chromag Trailmaster Saddle"|"85.99"|"The Chromag Trailmaster Saddle is built for every situation a typical trail ride dishes out| from steep| technical climbs to finding the fastest line over rock gardens. A little bigger than the Chromag Moon saddle| the Trailmaster has a bit softer padding to it as well. Its flat (laterally) sit zone has a slight upward kick to it| making the Trailmaster a bit more supportive during climbing efforts or for riders without XC-racer glutes. Make no mistake| however| the Trailmaster is intended for high-level riding; a wider| softer nose provides a perch for when you find yourself in the middle of a steep| loose climb| and provides a point of reference and leverage for bike handling duties. Soft| round edges allow fast position changes without hanging up on clothing. Like all Chromag gear| the Trailmaster saddle looks as well as it performs."|"Actual weight 322 grams 284 x 140 mm Seamless| perforated leather cover CroMo rails Medium-firm foam One year warranty Made in Taiwan"
"1521171034-166"|"https://www.abcycling.com/mountain_bike_components.html"|"Seatposts"|"https://www.abcycling.com/Mountain_Bike_Seatposts/catpage-MTBCOMPSP.html"|""|""|"Kind Shock LEV Ti Black Dropper Seat Post 125mm"|"https://www.abcycling.com/Kind_Shock_LEV_Ti_Black_Dropper_Seat_Post_125mm_/descpage-KSLDT12.html"|"Kind Shock LEV Ti Black Dropper Seat Post 125mm"|"349.99"|"Kind Shock's flagship dropper post is the Kind Shock LEV Ti Dropper Seat Post| here offering 125 millimeters of travel. Making the best even better| the LEV Ti edition adds a few key upgrades. Titanium clamp bolts and a carbon lower clamp drop a few grams from the payload| while a PowerCordz cable drops over 75% of the weight from a standard stainless steel cable| while also offering far more durability. What separates the LEV from other dropper posts is the cable junction to the post. Whereas most dropper posts connect the cable near the seat guts| the LEV cable connects to the stationary| non-moving part of the post. This allows you to precisely fit the cable length to your frame| and keeps it from ever binding up or getting in the way. That junction is also adjustable| so you can position it in the front| back| either side or anywhere in between so that it will work with any frame cable mounts. The hydraulic internals of the LEV eliminate play| and can position your saddle anywhere in the posts' 100mm travel range. IT IS CRUCIAL THAT THE DIRECTIONS BE READ FOR PROPER ASSEMBLY! All Kind Shock warranties are handled directly by Kind Shock. Click here to request service from Kind Shock."|"Actual weight: 535 grams (31.6) with remote and cable/housing Aluminum post| collar| upper clamp| remote handlebar clamp Carbon lower clamp| remote lever Titanium clamp bolts 385mm length 125mm travel Stack height (bottom of collar to middle of saddle clamp): 175mm Insertion length (bottom of collar to bottom of seatpost): 211mm Air Spring adjustable Hydraulic internals Zero cable movement Repositionable cable entry point Micro-adjustable zero offset head Carbon fiber ergonomic remote lever ODI Lock-On compatible lever mount Warranty: 2 years  All Kind Shock warranties are handled directly by Kind Shock. Click here to request service from Kind Shock.   Made in Taiwan KS part #'s  30.9-LEV-TI 125 30.9 385 31.6-LEV-TI 125 31.6 385"
"1521171111-200"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"WTB High Tail Team Saddle Black"|"https://www.abcycling.com/WTB_High_Tail_Team_Saddle_Black/descpage-WTBHTST.html"|"WTB High Tail Team Saddle Black"|"144.99"|"How might WTB’s High Tail Saddle be 650b inspired? Well| when Pivot Cycles went to redesign their carbon Phoenix downhill frames they realized that the new 650b tires would contact traditional saddles at bottom out on frames with short chainstays. Enter WTB| offering a new saddle design with increased tire clearances throughout the full range of travel thanks to an open V design aft section. The High Tail allowed Pivot to maintain chainstay lengths and rider position ensuring maximum performance on DH bikes with updated 650b wheels. But this saddle is not exclusive to Pivot or 650b bikes. The lightest saddle WTB has made to date should be enjoyed by all. Aimed at the downhill and enduro crowd| this High Tail model features titanium saddle rails and dense DNA padding that saves weight while maintaining comfort. The saddle's relatively flat-top design paired with the more firm DNA padding make it a saddle aimed more towards a well educated behind and is not recommended for beginners. The incorporated Love Channel in the center of the saddle has one very important task: protecting your body from unwanted pressure.  The central depression provides soft-tissue relief without sacrificing the structural integrity."|"Actual weight: 212 grams 128mm x 255mm Titanium-railed Team level Designed for 650b tire clearance on DH/Enduro bikes Love Channel avoids unwanted pressure Two Year Warranty Made in China"
"1521171378-315"|"https://www.abcycling.com/mountain_bike_components.html"|"Hubs & Conversions"|"https://www.abcycling.com/Mountain_Bike_Hubs__Conversions/catpage-MCH.html"|""|""|"DT Swiss Star Ratchets 36 Step"|"https://www.abcycling.com/DT_Swiss_Star_Ratchets_36_Step/descpage-DTSR36.html"|"DT Swiss Star Ratchets 36 Step"|"91.44"|"A direct maintenance replacement part for your DT 190| 240| 440| and 350 hubs| the DT Swiss 36 Step Star Ratchets will keep your DT hubs Star engagement system working like new| and provide faster engagement compared to the stock eighteen-point stars. Pull your hubs apart| remove the old Star Ratchets| and drop the new ones in."|"Compatible with DT 190| 240| 440| and 350 hubs Direct replacement for maintenance Made in China DT Swiss part # HWDXXX00N2884S"
"1521171709-443"|"https://www.abcycling.com/mountain_bike_components.html"|"Grips"|"https://www.abcycling.com/Mountain_Bike_Handlebar_Grips/catpage-MTBCOMPGRIP.html"|""|""|"Ergon GE1 Slim Grip"|"https://www.abcycling.com/Ergon_GE1_Slim_Grip/descpage-ERGE1S.html"|"Ergon GE1 Slim Grip"|"19.88"|"Ergon is busting down the doors on the grip market these days| offering a great ""little something"" for everyone. Egon's GE1 Slim Grip is a comfortable| ergonomic grip aimed specifically at the burgeoning enduro market. The GE1 is an overly ergonomic grip as opposed to its brother| the GA2| which is a much more classic and straightforward grip. Using their exclusive new German formulation that is both super soft (read ""grippy"") as well as UV stable (read ""won't crack in the sun"")| you can now have your cake AND eat it too! Ergonomically optimised in so many ways| this grip was designed and angled to support arms in the enduro specific ""elbows out"" position. A direction-orientated grip ensures that when you apply the twist and get super ""moto"" with it| the grip will fight back and keep your hands exactly where they need to be...just hold it wide and let it slide. Ergon's even gone as far as to include a very specific cutout in the core of the grip on the top outer part to provide heaps of extra damping for those long descents. One great advantage of a grip that uses only a single inboard clamp is that it offers more grip area to work with as well as more comfort. Metal is harder than rubber...ain't no two ways about that. Five insanely radical color offerings keep matching to a maximum and keep on-bike style points high...the rest is up to you. Ergon has developed a modern marvel with this new grip offering| bringing a whole new meaning to the word ""ergonomics""."|"Actual weight: 104 grams per pair Diameter: 28.0mm/30.25mm/31.75mm inboard/middle/outboard Enduro/trail oriented Soft| UV stable compound Slight ergonomic shape matched to hands Varied thickness inner for damping Inboard| secure| lightweight aluminum clamp Built in end plugs Carbon friendly Colors abound Made in Taiwan Recommended for smaller hands (S/M) and smaller grip preferences"
"1521170798-62"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano XTR M9000/9020 1X Chainring"|"https://www.abcycling.com/Shimano_XTR_M9000_9020_1X_Chainring/descpage-SHCR900.html"|"Shimano XTR M9000/9020 1X Chainring"|"39.88"|"The 9000-series 11-speed Shimano XTR drivetrain is here. This new chainring is fully compatible with both the race (M9000) and trail (M9020) XTR cranksets. These 1x chainrings have been redesigned for 2015 to ensure smooth power delivery and reduced likelihood of dropping a chain thanks to Shimano’s proprietary chain retention technology. The new XTR tooth profile aims to make chain guides obsolete. This means you’ll spend less time fixing dropped chains and more time dominating the trail. The Shimano XTR M9000/9020 Chainring builds on the proven XTR platform. The combination of titanium| carbon and aluminum structures provide a lightweight design that is strong enough to stand up to the most aggressive pedal masher."|"Actual weight: 78 grams (32T) New proprietary chain retention technology Taller tooth profile 11 Speed XTR compatible 30T| 32T| 34T options Three Year Warranty Manufactured in Japan Shimano Part #  ISMCRM90A0 (30T) ISMCRM90A2 (32T) ISMCRM90A0 (34T)"
"1521170800-63"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano XTR M9000 Double Crankset 34/24"|"https://www.abcycling.com/Shimano_XTR_M9000_Double_Crankset_34_24/descpage-SHIFCM9.html"|"Shimano XTR M9000 Double Crankset 34/24"|"299.88"|"Imagine ripping through the corners on your favorite local single track with the new Shimano XTR M9000 Double Crankset| downshifting from your big ring while maintaining cadence. The 11-speed cassette allows for a complete redesign of the crank. The 15% maximum change in gearing when shifting eliminates cadence shock. This leaves you with ridiculously smooth gear changes and reduced likelihood of traction loss while climbing.  Hollow bonded carbon construction saves weight without sacrificing performance by utilizing advanced carbon construction methods to form the crank arms. With so much to offer| it’s just begging to be pushed harder. Shimano XTR 11-speed compatible| this double provides a wider gear range than its 1x counter part. The 34-24T chainring combination provides plenty of options out on the trail| while still allowing the flexibility of easy conversion to a 1x setup. A 158mm Q-factor is narrower on this race version. Offering smooth power and consistent rhythm| you won’t want to stop climbing."|"Actual weight 597 grams 11-speed XTR compatible 175mm crank arm length 34-24T chainrings Carbon/aluminum construction 3D hollow bonded structure increases stiffness Three Year Warranty Manufactured in Japan Shimano Part # IFCM9000"
"1521171455-341"|"https://www.abcycling.com/mountain_bike_components.html"|"Headset Parts & Spacers"|"https://www.abcycling.com/Mountain_Bike_Headset_Parts__Spacers/catpage-HSPARTS.html"|""|""|"Art's Cyclery Top Cap Ride Fast Live SLO"|"https://www.abcycling.com/Arts_Cyclery_Top_Cap_Ride_Fast_Live_SLO/descpage-ACTCRFLS.html"|"Art's Cyclery Top Cap Ride Fast Live SLO"|"7.99"|"Add a little style and pride to your ride with an Art's Cyclery Ride Fast/Live SLO stem top cap."|"Actual weight: 12 grams| cap and bolt For 1 1/8"" compatible stems Aluminum cap and bolt Custom Art's Cyclery design"
"1521171229-252"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"Fabric Line Shallow Race Saddle 142"|"https://www.abcycling.com/Fabric_Line_Shallow_Race_Saddle_142/descpage-FBSLWSR.html"|"Fabric Line Shallow Race Saddle 142"|"99.99"|"Like all of Fabric's products| the Fabric Line Shallow Race Saddle seamlessly blends form and function. Seamlessly| thanks to Fabric's construction process which bonds the microfiber cover| foam padding| and nylon base together as one. Function arises from the Line's many ergonomic features; a ten millimeter deep channel for pressure relief| supportive foam for cushioning without sinking| and an outline that pedals comfortably in many positions. Form is present thanks to Fabric's dedication to aesthetics| which permeates every square centimeter of the Line. The ""Race"" offering swaps out Cromoly rails for lighter and stiffer hollow titanium rails. The Line has a Shallow side to side curvature and a slight fore-aft hammock profile| making it a good choice for aggressive| long-mileage riders."|"60 Day Fit Guarantee. If you’re not satisfied within 60 days from date of purchase| simply return it and choose another Fabric saddle Actual weight: 237 grams 142 x 270mm 10mm deep| full-length pressure relief channel Hollow titanium rails Flexible nylon base Microfiber cover Made in Taiwan"
"1521171989-558"|"https://www.abcycling.com/mountain_bike_components.html"|"Bearing Kits & Adapters"|"https://www.abcycling.com/Bearing_Kits__Adapters/catpage-MTCTBKA.html"|""|""|"Wheels Manufacturing Delrin BB30-PF30 / 24mm Adapters"|"https://www.abcycling.com/Wheels_Manufacturing_Delrin_BB30-PF30___24mm_Adapters/descpage-WMDBB3P24.html"|"Wheels Manufacturing Delrin BB30-PF30 / 24mm Adapters"|"25.99"|"Not all frames and cranksets play nice together anymore. If you are the proud owner of both a 24mm Shimano crankset and a BB30 or PF30 frame| then you'll need an adapter to put it all together. This Wheels Manufacturing Delrin BB30-PF30 24mm Adapter kit will bring it all together for you. Made from super hard Delrin plastic| the adapters and spacers are durable and easy to install or remove. Most importantly| it allows you to fit a Shimano 24mm crank to a PF30 or BB30 bottom bracket."|"Actual weight: 26 grams (press-fit adapters only) Adapts 24mm Shimano cranksets to work with BB30 and PF30 bottom bracket bearings Durable Delrin construction Includes two adapter shims and 14-piece spacer assortment Made in the USA"
"1521171995-561"|"https://www.abcycling.com/mountain_bike_components.html"|"Bearing Kits & Adapters"|"https://www.abcycling.com/Bearing_Kits__Adapters/catpage-MTCTBKA.html"|""|""|"SRAM Truvativ BB30 Bottom Bracket Bearing Kit Steel"|"https://www.abcycling.com/SRAM_Truvativ_BB30_Bottom_Bracket_Bearing_Kit_Steel/descpage-SRBB30BB.html"|"SRAM Truvativ BB30 Bottom Bracket Bearing Kit Steel"|"29.99"|"SRAM BB30 bottom bracket bearings are designed to mate perfectly to your SRAM BB30 cranks. The cartridge sealed bearings are packed with water proof grease and use high quality stainless steel balls for long bearings Life. The kit includes c-clips| wavy washer and bearing covers."|"Actual weight 63 grams Includes 2 bearings| wavy washer| covers and C-clips"
"1521170825-75"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano XT M780 Rear Hub 36 Hole 135mm QR V-Brake"|"https://www.abcycling.com/Shimano_XT_M780_Rear_Hub_36_Hole_135mm_QR_V-Brake/descpage-SHEFHT780AZ.html"|"Shimano XT M780 Rear Hub 36 Hole 135mm QR V-Brake"|"19.88"|"Whether you need a new hub for an old rim-brake hoop| or you are building up a beefy touring wheelset| the Shimano XT M780 Rear Hub QR V-Brake will give it's all for you. In this case| that's quite a bit. Shimano's near flawless hub internals include some of the most effective and reliable bearings on the market: cup and cone angular contact. Better able to distribute bearing loads in all conditions| especially when cornering| these hubs will keep rolling long after your legs give out. An internal grease sleeve helps maintain grease levels in the bearing races and greatly extends service life. Little of your effort is wasted thanks to 36-point engagement in the M780 freehub. A steel quick-release skewer is included to keep the ten millimeter axle securely clamped into your frame."|"Actual weight 337 grams  Skewer adds 64 grams  36 hole 135mm OLD 10mm quick-release axle 36-point engagement 10-speed compatible Steel freehub body Aluminum shell Cup and cone bearings Double contact seals Internal grease sleeve Non-disc Two-year warranty Made in Malaysia Shimano part # EFHT780AZAS"
"1521170848-86"|"https://www.abcycling.com/mountain_bike_components.html"|"Clearance Components"|"https://www.abcycling.com/Clearance_Mountain_Bike_Components/catpage-SALETILEMT6.html"|""|""|"Shimano Deore M610 SGS Rear Derailleur Black 10-SPD"|"https://www.abcycling.com/Shimano_Deore_M610_SGS_Rear_Derailleur_Black_10-SPD/descpage-SHRDM610GS.html"|"Shimano Deore M610 SGS Rear Derailleur Black 10-SPD"|"34.99"|"Affordable and dependable| Shimano's Deore M610 SGS Rear Derailleur is a great way to keep your bike rolling. Wide links add stiffness for fast shift response| while direct mounting and Shadow design tuck the derailleur in close to the bike for clearance.  SGS model has a long cage derailleur for triple and wide-range double-crankset drivetrains."|"Actual weight: 307 grams Cage length: Long cage (SGS) Cage material: Aluminum Clutch: No Cassette speed: 10 Cassette range: 11-32T (2x10) 11-36T (1x10) Max Capacity: 43T Max front difference: 22T Warranty: Two years"
"1521171761-464"|"https://www.abcycling.com/mountain_bike_components.html"|"Rear Derailleurs & Hangers"|"https://www.abcycling.com/Mountain_Bike_Rear_Derailleurs__Hangers/catpage-MTBRDER.html"|""|""|"Shimano Deore M6000 SGS Rear Derailleur Black 10-SPD"|"https://www.abcycling.com/Shimano_Deore_M6000_SGS_Rear_Derailleur_Black_10-SPD/descpage-SHRD6000SGS.html"|"Shimano Deore M6000 SGS Rear Derailleur Black 10-SPD"|"59.99"|"Shimano Dyna-Sys derailleurs provide smooth| quick| and easy shifts no matter what gear you're in. The Deore M6000 SGS 10-Speed Rear Derailleur is a no-nonsense| hard-working| durable component. With Shadow technology| the M6000 derailleur stays tucked close to the bike| away from hazards. Shimano's clutch technology keeps your chain from falling off and keeps your drivetrain quiet. The M6000 is direct mount compatible which improves shift speed and accuracy.  10-speed compatible only."|"Actual weight: 330 grams Cage length: Long (SGS) Cage material: Aluminum Clutch: Shadow+ Cassette speed: 10 Cassette range: 11-36T Max Capacity: 43T Max front difference: 22T Warranty: Two years"
"1521171723-449"|"https://www.abcycling.com/mountain_bike_components.html"|"Grips"|"https://www.abcycling.com/Mountain_Bike_Handlebar_Grips/catpage-MTBCOMPGRIP.html"|""|""|"Deity Waypoint Grip"|"https://www.abcycling.com/Deity_Waypoint_Grip/descpage-DWG.html"|"Deity Waypoint Grip"|"21.99"|"While the Knuckleduster is a cushier grip| focused on providing damping relief to your hands| the Deity Waypoint Grip is more of a typical mountain bike grip. For riders who like more feedback and a consistent surface| the Waypoint is the way to go. TRC rubber| which is both grippy and durable| also helps to dampen chatter| so these grips aren't going to rattle your teeth out. The single inboard clamp design makes for an outboard edge that's soft and forgiving against your palm."|"Actual weight: 97 grams/pair Total length: 133 mm Center diameter: 30 mm Diameter at inner flange: 33 mm TRC rubber Diamond knurled surface Tapered internal sleeve Single lock ring Made in Taiwan"
"1521171829-493"|"https://www.abcycling.com/mountain_bike_components.html"|"Fasteners"|"https://www.abcycling.com/Fasteners/catpage-MCFASTENERS.html"|""|""|"Carbon-Ti M5x20 Alloy Socket Head Cap Bolt"|"https://www.abcycling.com/Carbon-Ti_M5x20_Alloy_Socket_Head_Cap_Bolt/descpage-CT520AB.html"|"Carbon-Ti M5x20 Alloy Socket Head Cap Bolt"|"0.88"|"Use Carbon-Ti M5x20 Alloy Socket Head Cap Bolts for some front derailleur clamp bolts. Please measure your current clamp bolt to determine compatibility. There are several different types of cyclists. At one end of the spectrum are those who do not own any lycra| then we have the cyclist who doesn't mind a baggy shirt flapping over spandex shorts. Eventually we get up to the leg-shaving| kit-matchers that ride to coffee shops in groups and talk about KOM's and PR's. Finally| there are those like you. The Weight Weenies. Cyclists who see nothing unusual with swapping out bolts on their well-loved steeds because| well| they can. We applaud your commitment to the discipline| and we are here to support you with a full array of colors and sizes of Carbon-Ti brand bolts to both shed grams and match colors."|"Actual weight: 1.4 grams per bolt Al 7075-T6 Annodized 20mm thread length M5 diameter bolt thread 3.0 Nm recommended max torque Use proper thread prep for application Made in Italy Carbon Ti part # 102105020CT"
"1521171402-323"|"https://www.abcycling.com/mountain_bike_components.html"|"Hubs & Conversions"|"https://www.abcycling.com/Mountain_Bike_Hubs__Conversions/catpage-MCH.html"|""|""|"Chris King XD Drive Shell Complete Assembly"|"https://www.abcycling.com/Chris_King_XD_Drive_Shell_Complete_Assembly/descpage-CKXDSC.html"|"Chris King XD Drive Shell Complete Assembly"|"261.99"|"It took a while| but was worth the wait. As with all things Chris King| the Chris King XD Drive Shell Complete is not only a flawless performer| but a work of art as well. The XD Drive Shell takes the place of a ""standard"" freehub body| allowing you to mount a Sram XD eleven-speed cassette. Machined from a solid piece of stainless steel| then heat-treated to withstand the abuse mountain biking wreaks on components| the XD Drive Shell will integrate seamlessly with your present Ring Drive King ISO rear hub shell. Two bearings—one needle| one ball—reside in the XD drive shell| and are manufactured in-house to exacting tolerances. Designated as ""complete|"" this edition of the drive shell is ready to go| no other parts are needed. Common bicycle tools are required to perform the install. Like all King hubs and associated parts| the XD drive shell is completely serviceable| and will most likely outlast every other component on your bike not labeled Chris King."|"Actual weight: 90 grams Allows the use of Sram XD 11-speed cassettes One piece stainless steel Includes all bearings| retainers| seals  Compatible with Chris King ISO Rear Hubs and Chris King ISO DH Rear Hubs Five-year warranty Made in the USA Chris King part # PHB581"
"1521171976-553"|"https://www.abcycling.com/mountain_bike_components.html"|"Brakes"|"https://www.abcycling.com/Mountain_Bike_Brakes/catpage-MTBCOMPBRK.html"|""|""|"SRAM Code RSC Disc Brake Rear Right 1800mm Hose A1"|"https://www.abcycling.com/SRAM_Code_RSC_Disc_Brake_Rear_Right_1800mm_Hose_A1/descpage-CODERSCR.html"|"SRAM Code RSC Disc Brake Rear Right 1800mm Hose A1"|"244.00"|"Similar in design to the successful Guide platform| but adapted to the demands of downhill racing| the SRAM Code RSC Disc Brake is optimized for maximum stopping power on long descents and at high speeds. SRAM's RSC version of the Code brakes adds tool-free pad contact adjustment to the Code R's lever reach adjustment. The Code lever body's noticeably bigger profile houses an expandable bladder| holding 30% more fluid than the Guide and almost 50% than the previous Code. This increased volume makes for great consistency in the brake's performance from the top of the run to the bottom. It's no secret that Avid brakes were are a bit of a chore to bleed. Props to SRAM for recognizing this| and abandoning the old design in favor of Timing Port Closure and Bleeding Edge technologies. With TPC| the Code brakes maintain a consistent level of high performance| without requiring maintenance| for much longer intervals than Avid brakes. The Code's improvements are not all about less frequent bleeds| however. With silent Centerline rotors (sold separately)| more usable braking power| and tons of grab deep into the lever throw are also hallmarks of the Code brake. While the Codes have more of an on-off feel than the Guide brakes| SRAM's Direct Link lever control infrastructure creates a light touch as soon as the lever is engaged and all the way through the stroke for fatigue-free control and good modulation."|"Actual weight: 320 grams (caliper| hose| lever) Pistons: 4 Adjustability: Reach| pad contact Materials: Alloy lever| 2-piece alloy caliper Caliper mount: Post Shifter/peripheral mount: Matchmaker and MMX Hose length: 1800 mm Fluid: DOT 5.1 Included: T30 wrench| compression bushing| threaded barb| hose guide| caliper mounting bolts Part #: 00.5018.109.001 Warranty: Two year"
"1521170982-144"|"https://www.abcycling.com/mountain_bike_components.html"|"Seatpost Clamps"|"https://www.abcycling.com/Mountain_Bike_Seatpost_Clamps/catpage-MTBSPCLAMPS.html"|""|""|"Thomson Seatpost Clamp"|"https://www.abcycling.com/Thomson_Seatpost_Clamp/descpage-THSPC.html"|"Thomson Seatpost Clamp"|"29.99"|"What makes Thomson components so sweet is their simplicity of design. The new seatpost clamp not only makes a true Thomson component available to those on a tight budget| it's the one of the most elegant seatpost clamps we've ever seen. Made from a single piece of billet aluminum| the Thomson seatpost clamp is CNC machined down to it's beautiful form. However| form follows function. The seatpost clamp uses Thomson's seatpost bolt which allows float on both sides of the clamp and ensures consistent clamping force. The offset slot and seat collar height| combined with the floating Thomson bolt allows the collar to achieve maximum clamping force at only 25 in/lbs (2.8 Nm) of fastener torque. 2.8 Nm isn't even enough force to chip your paint| so you get maximum clamping force and minimal frame obstruction| not to mention it's one nice looking seatclamp."|"Thomson seatclamp weighs 27 grams Made of billet aluminum Thomson Bolt allows float Offset slot Maximum clamp force at a low 2.8 Nm of torque"
"1521171212-244"|"https://www.abcycling.com/mountain_bike_components.html"|"Saddles"|"https://www.abcycling.com/Mountain_Bike_Saddles/catpage-MTBCOMPSAD.html"|""|""|"Fabric Scoop Radius Race Saddle"|"https://www.abcycling.com/Fabric_Scoop_Radius_Race_Saddle/descpage-FBSCRRS.html"|"Fabric Scoop Radius Race Saddle"|"99.99"|"Finally| saddles have bridged the gap between fashion and function| exemplified here in Fabric's Scoop Radius Race Saddle.  Designed to provide flexibility and an ergonomic feel through all genres of cycling| the Scoop is a truly multi-faceted saddle. Fabric's minimal three-step manufacturing process eliminates staples and reduces excess material| which reduces weight| improves comfort| and makes the saddles extremely easy to clean once dirty. Coming in a standard 142mm width| the Scoop Radius Race suits a more upright riding position. The Radius also provides maximum padding for all-day comfort in the saddle. Utilizing a highly flexible nylon for the base| the Race saddle offers plenty of comfort. Vacuum-bonded and custom designed| the staple-free base is also fantastically easy to clean. Weighing more than carbon fiber| but lighter than cromoly| are the hollow titanium 7mm rails.  Padding and support is achieved with a lightweight PU foam topper. Literally wrapping up the whole ensemble is a waterproof| microfiber cover which offers grip and a lovely supple feel. Say goodbye to harsh saddles.  Designed for everyone| the Fabric Scoop Saddle is the perfect balance of comfort| performance and simplicity."|"60 Day Fit Guarantee. If you’re not satisfied within 60 days from date of purchase| simply return it and choose another Fabric saddle Actual weight 263 grams 142mm wide x 282mm long Radius profile Nylon base Hollow titanium 7mm rails Lightweight PU foam Waterproof microfiber cover Rider weight limit: 100kg (220lbs)"
"1521171865-509"|"https://www.abcycling.com/mountain_bike_components.html"|"Cranksets"|"https://www.abcycling.com/Mountain_Bike_Cranks/catpage-MTBCOMPCK.html"|""|""|"Race Face SixC 30 Crank Black 175mm"|"https://www.abcycling.com/Race_Face_SixC_30_Crank_Black_175mm/descpage-RF630C.html"|"Race Face SixC 30 Carbon Crank"|"390.99"|"84 grams. That's the weight difference between Race Face's industry-leading feather weight Next SL cross-country cranks and the Downhill-qualified Race Face SixC 30 Crank. As the lightest DH rated crank on the market| the SixC 30 is also the most versatile| thanks to Race Face's Cinch interface. Cinch allows you to run Race Face's direct mount chainrings| standard chainrings| and even a double-ring set-up with available spiders. Bottom brackets are available to allow installation into PF30| BSA| and BB92 frames. BB30 bottom brackets are natively compatible. Completely hollow| with no internal reinforcement structure| the SixC crank arms have been meticulously engineered to provide the strength and stiffness needed for charging true DH terrain. If you are only looking at the specs though| you might think these cranks are intended for XC duty| weighing in 30 grams less than Sram XX1 cranks. Regardless of whether the SixC 30 cranks go on your DH or all-mountain bike| they'll increase your speed and fun factor."|"Actual weight: 462 grams 30mm diameter alloy spindle  20% stronger than industry standard 7050 alloy  For 68/73mm width bottom bracket shells Cinch spiderless interface  Allows single ring range from 26T to 36T  Includes Race Face Crank Boots Does not include bottom bracket (available for BSA| BB92 and PF30 frames) Does not include spider (available separately here) Does not include chainring (available separately here) Made in Canada Limited lifetime warranty Race Face part # CK14SXCA170BLK| CK14SXCA175BLK"
"1521171017-159"|"https://www.abcycling.com/mountain_bike_components.html"|"Seatposts"|"https://www.abcycling.com/Mountain_Bike_Seatposts/catpage-MTBCOMPSP.html"|""|""|"Rock Shox Reverb B1 Stealth Seat Post 31.6x480 170mm RC"|"https://www.abcycling.com/Rock_Shox_Reverb_B1_Stealth_Seat_Post_316x480_170mm_RC/descpage-RSRB1.html"|"RockShox Reverb Stealth B1 Dropper Seat Post"|"349.00"|"With the amazing capabilities of today's bikes| one saddle height just isn't enough. Height adjustable seatposts are a must for every trail and enduro bike| and the Rock Shox Reverb Stealth B1 is at the top of the heap.  With the dropper post market being dominated by two brands—Rock Shox with the Reverb| and Kind Shock with their multi-model line-up—dropper post users have ample time to get familiar with their preferred brand. Reverb users cite the full hydraulic operation| including actuation| as a plus. Unfortunately| the necessity for regular bleeding and slow return speed have kept new users from coming on board. The Reverb B1 has changed all that. Previously| the Reverb's single O-ring seal on its internal floating piston (IFP) allowed air to sneak past. A redesigned IFP from SKF uses a double lip seal| practically eliminating the chance for air to enter the piston chamber. Updated valving has greatly increased the return speed| which is still adjustable at the remote to suit your preference. Additionally| wider bushing placement adds stiffness and durability across the entire line. If your frame has ""stealth"" routing| which delivers the remote housing to the bottom of the seatpost| tucked neatly out of sight inside the frame's seat tube| then this Stealth version of the Reverb is what you need. Reverbs come with either a Left Hand Remote Mount (LC designation)| or Right Hand Remote Mount (RC designation). LC mounts on top of the bars on the left side. The mount can also be run upside down (under the bars) on the right side. RC mounts on top of the bars on the right side. The mount can also be run upside down (under the bars) on the left side."|"Actual weight includes housing and lever. See tech document at right See tech document at right for individual measurements Stealth hose routing for compatible seat tube-routed frames  Zero offset head 7050 aluminum alloy construction Hydraulic height adjustment is always smooth Includes bleed kit Warranty: 2 Years Made in Taiwan"
